java_file,coco
/docs/source/examples/views/src/main/java/io/dropwizard/documentation/ErrorView_getErrorMessage_1.java,0
/docs/source/examples/views/src/main/java/io/dropwizard/documentation/ValidationErrorView_getMessage_1.java,0
/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldConfiguration_setDefaultName_3.java,0
/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplication_main_0.java,0
/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplicationStart_getName_1.java,0
/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplicationStart_main_0.java,0
/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplication_run_3.java,0
/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldConfiguration_getDefaultName_2.java,0
/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplication_initialize_2.java,0
/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplicationStart_run_3.java,0
/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldConfiguration_setTemplate_1.java,0
/docs/source/examples/getting-started/src/main/java/com/example/helloworld/health/TemplateHealthCheck_TemplateHealthCheck_0.java,0
/docs/source/examples/getting-started/src/main/java/com/example/helloworld/health/TemplateHealthCheck_check_1.java,1
/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldConfiguration_getTemplate_0.java,0
/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplicationStart_initialize_2.java,0
/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplication_getName_1.java,0
/docs/source/examples/conscrypt/src/main/java/io/dropwizard/documentation/ConscryptApp_run_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/ManagedApp_run_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/mq/MessageQueueFactory_setPort_3.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/mq/MessageQueueClient_close_1.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/mq/MessageQueueFactory_build_4.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/mq/MessageQueueFactory_setHost_1.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/mq/MessageQueueFactory_getPort_2.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/mq/MessageQueueClient_MessageQueueClient_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/mq/MessageQueueFactory_getHost_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/config/ExampleConfiguration_setMessageQueueFactory_1.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/config/ExampleConfiguration_getMessageQueueFactory_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/config/MyConfiguration_setMyParam_1.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/config/MyConfiguration_getMyParam_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/EchoTask_execute_1.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/HealthCheckApp_run_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/TruncateDatabaseTask_TruncateDatabaseTask_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/AssetsApp_initialize_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/resources/MyResource_hello_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/EchoTask_EchoTask_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/MyApplication_run_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/db/DatabaseHealthCheck_DatabaseHealthCheck_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/db/DatabaseHealthCheck_check_1.java,2
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/riak/RiakClient_start_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/riak/RiakClient_stop_1.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/riak/RiakClientManager_RiakClientManager_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/riak/RiakClientManager_stop_2.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/riak/RiakClientManager_start_1.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/MyConfiguredCommand_configure_1.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/MyConfiguredCommand_MyConfiguredCommand_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/bundle/MyConfiguredBundle_run_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/bundle/MyConfiguredBundle_initialize_1.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/ManagedExecutorApp_run_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/CustomCommandApp_initialize_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/AssetsApp_run_1.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/CustomCommandApp_run_1.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/ExampleApp_initialize_0.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/TruncateDatabaseTask_execute_1.java,0
/docs/source/examples/core/src/main/java/io/dropwizard/documentation/CustomTaskApp_run_0.java,0
/.mvn/wrapper/MavenWrapperDownloader_downloadFileFromURL_1.java,2
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AccessJsonLayoutBaseFactory_getResponseHeaders_0.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AccessJsonLayoutBaseFactory_setRequestHeaders_3.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/EventJsonLayout_setIncludes_7.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/JsonFormatter_JsonFormatter_1.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/ExceptionFormat_isRootFirst_0.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/MapBuilder_addMap_9.java,4
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/EventJsonLayout_setIncludesMdcKeys_12.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/EventJsonLayout_toJsonMap_3.java,5
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/EventJsonLayout_getJsonProtocolVersion_8.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/AccessJsonLayout_isIncluded_2.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/AccessJsonLayout_toJsonMap_1.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/EventJsonLayout_getIncludes_6.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/ExceptionFormat_getDepth_2.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/MapBuilder_addNumber_6.java,3
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/AccessJsonLayout_getRequestHeaders_10.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/MapBuilder_getFieldName_11.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/TimestampFormatter_format_2.java,1
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/EventJsonLayout_filterMdc_4.java,1
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/AccessJsonLayout_filterRequestAttributes_3.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/EventJsonLayout_start_1.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/AbstractJsonLayout_AbstractJsonLayout_0.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/ExceptionFormat_setRootFirst_1.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/AccessJsonLayout_getIncludes_5.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/ExceptionFormat_getEvaluators_4.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/MapBuilder_addTimestamp_10.java,2
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/AccessJsonLayout_setIncludes_6.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/AccessJsonLayout_setResponseHeaders_13.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/AbstractJsonLayout_doLayout_1.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/AccessJsonLayout_getRequestAttributes_14.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/EventJsonLayout_isIncluded_5.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/AccessJsonLayout_setRequestAttributes_15.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/MapBuilder_build_12.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/MapBuilder_add_3.java,3
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/ExceptionFormat_setDepth_3.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/AccessJsonLayout_filterHeaders_4.java,1
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/EventJsonLayout_stop_2.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/EventJsonLayout_getIncludesMdcKeys_11.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/ExceptionFormat_setEvaluators_5.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/AccessJsonLayout_getResponseHeaders_12.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/AccessJsonLayout_getJsonProtocolVersion_7.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/AccessJsonLayout_setRequestHeaders_11.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AbstractJsonLayoutBaseFactory_setTimestampFormat_1.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AbstractJsonLayoutBaseFactory_setPrettyPrint_3.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/EventJsonLayoutBaseFactory_getExceptionFormat_7.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/EventJsonLayoutBaseFactory_setIncludesMdcKeys_3.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/EventJsonLayoutBaseFactory_setIncludes_1.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AbstractJsonLayoutBaseFactory_setAppendLineSeparator_5.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/EventJsonLayoutBaseFactory_getIncludes_0.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AbstractJsonLayoutBaseFactory_getCustomFieldNames_6.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AccessJsonLayoutBaseFactory_getIncludes_6.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AbstractJsonLayoutBaseFactory_getAdditionalFields_8.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/EventJsonLayoutBaseFactory_isFlattenMdc_4.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/EventJsonLayoutBaseFactory_createThrowableProxyConverter_9.java,3
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AccessJsonLayoutBaseFactory_setIncludes_7.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/EventJsonLayoutBaseFactory_getIncludesMdcKeys_2.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/EventJsonLayoutBaseFactory_setExceptionFormat_6.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AbstractJsonLayoutBaseFactory_getTimestampFormat_0.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AbstractJsonLayoutBaseFactory_isPrettyPrint_2.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/EventJsonLayoutBaseFactory_build_8.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AccessJsonLayoutBaseFactory_setRequestAttributes_5.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AccessJsonLayoutBaseFactory_build_8.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AbstractJsonLayoutBaseFactory_isAppendLineSeparator_4.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AbstractJsonLayoutBaseFactory_createDropwizardJsonFormatter_10.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AbstractJsonLayoutBaseFactory_createTimestampFormatter_11.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AccessJsonLayoutBaseFactory_getRequestHeaders_2.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AbstractJsonLayoutBaseFactory_setCustomFieldNames_7.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AccessJsonLayoutBaseFactory_setResponseHeaders_1.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/EventJsonLayoutBaseFactory_setFlattenMdc_5.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AccessJsonLayoutBaseFactory_getRequestAttributes_4.java,0
/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AbstractJsonLayoutBaseFactory_setAdditionalFields_9.java,0
/dropwizard-forms/src/main/java/io/dropwizard/forms/MultiPartBundle_run_0.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/DiscoverableSubtypeResolver_loadClass_5.java,1
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/Jackson_Jackson_0.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/DiscoverableSubtypeResolver_getClassLoader_3.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/CaffeineModule_getModuleName_0.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/DiscoverableSubtypeResolver_DiscoverableSubtypeResolver_1.java,3
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/GuavaExtrasModule_getModuleName_0.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/CaffeineModule_setupModule_2.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/CaffeineModule_version_1.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/FuzzyEnumModule_version_1.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/GuavaExtrasModule_version_1.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/FuzzyEnumModule_setupModule_2.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/GuavaExtrasModule_setupModule_2.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/DiscoverableSubtypeResolver_getDiscoveredSubtypes_2.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/Jackson_newMinimalObjectMapper_4.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/Jackson_newObjectMapper_1.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/FuzzyEnumModule_getModuleName_0.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/Jackson_configure_5.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/DiscoverableSubtypeResolver_DiscoverableSubtypeResolver_0.java,0
/dropwizard-jackson/src/main/java/io/dropwizard/jackson/DiscoverableSubtypeResolver_discoverServices_4.java,11
/dropwizard-views-freemarker/src/main/java/io/dropwizard/views/freemarker/FreemarkerViewRenderer_configure_4.java,0
/dropwizard-views-freemarker/src/main/java/io/dropwizard/views/freemarker/FreemarkerViewRenderer_getConfigurationKey_5.java,0
/dropwizard-views-freemarker/src/main/java/io/dropwizard/views/freemarker/FreemarkerViewRenderer_FreemarkerViewRenderer_1.java,0
/dropwizard-views-freemarker/src/main/java/io/dropwizard/views/freemarker/FreemarkerViewRenderer_isRenderable_2.java,0
/dropwizard-views-freemarker/src/main/java/io/dropwizard/views/freemarker/FreemarkerViewRenderer_FreemarkerViewRenderer_0.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getOcspResponderUrl_51.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/SslReload_reload_1.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_admin_1.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getKeyStorePath_5.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getMaxBufferPoolSize_24.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setUriCompliance_49.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_buildBufferPool_61.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/ServerPushFilterFactory_setEnabled_1.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getCertAlias_36.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getSupportedProtocols_59.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/NetUtil_getDefaultTcpBacklog_3.java,1
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setResponseCookieCompliance_53.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getNeedClientAuth_30.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getBindHost_4.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_ServletEnvironment_0.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_addServlet_2.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setSecurityHandler_14.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setBaseResource_8.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setBaseResource_10.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_addFilter_4.java,1
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_addFilter_5.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_addFilter_3.java,1
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_addServlet_1.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setProtectedTargets_7.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setSessionHandler_13.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setInitParameter_12.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_checkDuplicateRegistration_16.java,1
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setBaseResource_9.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_addMimeMapping_15.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setResourceBase_11.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_addServletListeners_6.java,1
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_isUseServerHeader_38.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getKeyStoreType_11.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/ServerPushFilterFactory_getAssociatePeriod_2.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getIdleTimeout_18.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setOutputBufferSize_11.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getKeyStorePassword_8.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getEndpointIdentificationAlgorithm_2.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/NetUtil_getTcpBacklog_0.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getMaxRequestHeaderSize_12.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/SslReload_getFactory_3.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getExcludedProtocols_62.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setHeaderCacheSize_9.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getMinResponseDataPerSecond_26.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/GzipHandlerFactory_getBufferSize_4.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/GzipHandlerFactory_setDeflateCompressionLevel_11.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/GzipHandlerFactory_getDeflateCompressionLevel_10.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_buildHttpConfiguration_60.java,1
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setUseForwardedHeaders_43.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_buildHttpConnectionFactory_59.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/GzipHandlerFactory_getExcludedPaths_14.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_setValidatePeers_58.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_isInheritChannel_6.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getOutputBufferSize_10.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getCrlPath_39.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setInputBufferSize_17.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_isDisableSniHostCheck_73.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/GzipHandlerFactory_setMinimumEntitySize_3.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getTrustStoreProvider_18.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_isValidateCerts_71.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getHttpCompliance_46.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getTrustStoreType_16.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getExcludedCipherSuites_66.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/GzipHandlerFactory_getCompressedMimeTypes_6.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setUseDateHeader_41.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_isUseProxyProtocol_44.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_isUseForwardedHeaders_42.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setUseServerHeader_39.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getPort_2.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getJceProvider_54.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_buildHttpConfiguration_79.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/ServerPushFilterFactory_addFilter_12.java,3
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/SslReload_reloadDryRun_2.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getInputBufferSize_16.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_httpConnections_56.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/ServerPushFilterFactory_setAssociatePeriod_3.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getSelectorThreads_32.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setMinRequestDataPerSecond_29.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setSelectorThreads_33.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getRequestCookieCompliance_50.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_logSslParameters_80.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getMinBufferPoolSize_20.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setMinResponseDataPerSecond_27.java,0
/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_application_0.java,0
