java_file,hse
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/config/WebServerMvcConfigurerAdapter_addInterceptors_1.java,340.571
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/config/WebServerMvcConfigurerAdapter_userInterceptor_0.java,144.232
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/config/BusConfig_messageConverter_3.java,1090.093
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/config/MybatisConfig_paginationInterceptor_0.java,273
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/config/BusConfig_binding_2.java,1337.682
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/config/BusConfig_queue_0.java,685.659
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/config/BusConfig_exchange_1.java,659.288
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/service/impl/GatewayRouteService_query_5.java,3580.511
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/service/impl/GatewayRouteService_get_4.java,304.722
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/service/impl/GatewayRouteService_delete_1.java,1473.738
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/service/impl/GatewayRouteService_overload_6.java,2295.672
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/service/impl/GatewayRouteService_update_2.java,1702.986
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/service/impl/GatewayRouteService_gatewayRouteToRouteDefinition_3.java,7759.213
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/service/impl/GatewayRouteService_add_0.java,1702.986
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/rest/GatewayRouteController_overload_16.java,358.496
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/entity/form/GatewayRouteForm_toPo_0.java,4355.521
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/events/EventSender_init_0.java,207.566
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/events/EventSender_send_1.java,1092.04
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/RequestRateLimiterConfig_userKeyResolver_2.java,882.625
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/SwaggerProvider_swaggerResource_1.java,1988.087
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/BusConfig_messageConverter_5.java,1090.093
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/BusConfig_binding_2.java,1337.682
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/SwaggerHandler_uiConfiguration_2.java,1425.747
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/RequestRateLimiterConfig_remoteAddressKeyResolver_0.java,724.065
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/SwaggerProvider_get_0.java,9546.608
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/SwaggerHandler_swaggerResources_3.java,1002.569
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/BusConfig_simpleMessageListenerContainer_3.java,2414.805
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/SwaggerHandler_SwaggerHandler_0.java,467.023
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/DefaultRedisRateLimiter_isAllowed_3.java,2183.338
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/SwaggerHandler_securityConfiguration_1.java,1425.747
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/DefaultRedisRateLimiter_getDefaultConfig_0.java,373.004
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/BusConfig_queue_0.java,1592.017
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/RequestRateLimiterConfig_apiKeyResolver_1.java,724.065
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/BusConfig_messageListenerAdapter_4.java,813.135
