java_file,midx
/examples/exampletvOS/android/app/src/release/java/com/exampletvos/ReactNativeFlipper_initializeFlipper_0.java,100
/examples/exampletvOS/android/app/src/debug/java/com/exampletvos/ReactNativeFlipper_initializeFlipper_0.java,98.048
/examples/exampletvOS/android/app/src/main/java/com/exampletvos/MainApplication_getReactNativeHost_0.java,100
/examples/exampletvOS/android/app/src/main/java/com/exampletvos/MainActivity_getMainComponentName_0.java,100
/examples/exampletvOS/android/app/src/main/java/com/exampletvos/MainApplication_onCreate_1.java,100
/examples/exampletvOS/android/app/src/main/java/com/exampletvos/MainActivity_createReactActivityDelegate_1.java,100
/examples/FabricExample/android/app/src/debug/java/net/video/fabricexample/ReactNativeFlipper_initializeFlipper_0.java,97.571
/examples/FabricExample/android/app/src/main/java/net/video/fabricexample/MainActivity_onCreate_2.java,100
/examples/FabricExample/android/app/src/main/java/net/video/fabricexample/MainApplication_getReactNativeHost_0.java,100
/examples/FabricExample/android/app/src/main/java/net/video/fabricexample/MainActivity_getMainComponentName_0.java,100
/examples/FabricExample/android/app/src/main/java/net/video/fabricexample/MainApplication_onCreate_1.java,100
/examples/FabricExample/android/app/src/main/java/net/video/fabricexample/MainActivity_createReactActivityDelegate_1.java,100
/examples/video-caching/android/app/src/main/java/com/videocaching/MainApplication_getReactNativeHost_0.java,100
/examples/video-caching/android/app/src/main/java/com/videocaching/MainActivity_getMainComponentName_0.java,100
/examples/video-caching/android/app/src/main/java/com/videocaching/MainApplication_onCreate_1.java,100
/examples/basic/android/app/src/release/java/com/videoplayer/ReactNativeFlipper_initializeFlipper_0.java,100
/examples/basic/android/app/src/debug/java/com/videoplayer/ReactNativeFlipper_initializeFlipper_0.java,98.048
/examples/basic/android/app/src/main/java/com/videoplayer/MainApplication_getReactNativeHost_0.java,100
/examples/basic/android/app/src/main/java/com/videoplayer/newarchitecture/MainApplicationReactNativeHost_getJSMainModuleName_3.java,100
/examples/basic/android/app/src/main/java/com/videoplayer/newarchitecture/modules/MainApplicationTurboModuleManagerDelegate_maybeLoadOtherSoLibraries_3.java,100
/examples/basic/android/app/src/main/java/com/videoplayer/newarchitecture/MainApplicationReactNativeHost_MainApplicationReactNativeHost_0.java,100
/examples/basic/android/app/src/main/java/com/videoplayer/newarchitecture/MainApplicationReactNativeHost_getJSIModulePackage_5.java,100
/examples/basic/android/app/src/main/java/com/videoplayer/newarchitecture/MainApplicationReactNativeHost_getUseDeveloperSupport_1.java,100
/examples/basic/android/app/src/main/java/com/videoplayer/newarchitecture/components/MainComponentsRegistry_MainComponentsRegistry_1.java,100
/examples/basic/android/app/src/main/java/com/videoplayer/newarchitecture/components/MainComponentsRegistry_register_2.java,100
/examples/basic/android/app/src/main/java/com/videoplayer/newarchitecture/MainApplicationReactNativeHost_getPackages_2.java,100
/examples/basic/android/app/src/main/java/com/videoplayer/MainApplication_onCreate_1.java,100
/android/src/main/java/com/brentvatne/receiver/AudioBecomingNoisyReceiver_setListener_2.java,100
/android/src/main/java/com/brentvatne/receiver/AudioBecomingNoisyReceiver_removeListener_3.java,100
/android/src/main/java/com/brentvatne/receiver/AudioBecomingNoisyReceiver_onReceive_1.java,100
/android/src/main/java/com/brentvatne/receiver/AudioBecomingNoisyReceiver_AudioBecomingNoisyReceiver_0.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_volumeChange_29.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_fullscreenWillDismiss_23.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_audioFocusChanged_31.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_audioTracksToArray_4.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_error_26.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_setViewId_1.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_error_25.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_fullscreenWillPresent_21.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_arrayToObject_9.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter__error_27.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_fullscreenDidDismiss_24.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_buffering_17.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_ready_16.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_idle_19.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_timedMetadata_30.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_playbackRateChange_28.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_aspectRatioToNaturalSize_3.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_loadStart_2.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_progressChanged_13.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_receiveAdErrorEvent_35.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_VideoEventEmitter_0.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_textTracksToArray_6.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_playbackStateChanged_18.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_videoTracksToArray_5.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_seek_15.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_receiveAdEvent_33.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_end_20.java,100
/android/src/main/java/com/brentvatne/common/react/VideoEventEmitter_receiveAdEvent_34.java,100
