java_file,acoco,CAMC,CAMC-cvc,cc,coco,fout,hsd,hse,hsv,LCOM5,LCOM5-cvc,loc,midx,MMAC,MMAC-cvc,mncoco,mxcoco,NHD,NHD-cvc,nobl,nocl,SCOM,SCOM-cvc
/examples/java/cdap/salesforce/src/main/java/org/apache/beam/examples/complete/cdap/salesforce/utils/GetOffsetUtils_getOffsetFnForSalesforce_1.java,-,-,-,4,-,0,12.133,9339.996,769.78,-,-,20,100,-,-,-,-,-,-,0,0,-,-
/examples/java/cdap/salesforce/src/main/java/org/apache/beam/examples/complete/cdap/salesforce/utils/CsvRecordCoder_decode_2.java,-,-,-,1,-,0,5.625,620.783,110.361,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/cdap/salesforce/src/main/java/org/apache/beam/examples/complete/cdap/salesforce/utils/CsvRecordCoder_encode_1.java,-,-,-,1,-,0,5.625,620.783,110.361,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/cdap/salesforce/src/main/java/org/apache/beam/examples/complete/cdap/salesforce/utils/GetOffsetUtils_getOffsetFnForCdapPlugin_0.java,-,-,-,2,-,0,7.714,1921.808,249.123,-,-,7,100,-,-,-,-,-,-,0,0,-,-
/examples/java/cdap/salesforce/src/main/java/org/apache/beam/examples/complete/cdap/salesforce/CdapSalesforceStreamingToTxt_main_0.java,-,-,-,1,-,0,8.769,2036.152,232.193,-,-,8,100,-,-,-,-,-,-,1,1,-,-
/examples/java/cdap/src/main/java/org/apache/beam/examples/complete/cdap/utils/StructuredRecordUtils_structuredRecordToString_0.java,-,-,-,2,-,0,6.429,745.714,116,-,-,6,100,-,-,-,-,-,-,0,0,-,-
/examples/java/cdap/src/main/java/org/apache/beam/examples/complete/cdap/utils/JsonElementCoder_of_0.java,-,-,-,1,-,0,3.5,122.042,34.869,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConfig_hashCode_3.java,-,-,-,1,-,0,4.5,554.355,123.19,-,-,4,100,-,-,-,-,-,-,0,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConnection_getInstance_1.java,-,-,-,2,-,0,10.556,2331.64,220.892,-,-,10,100,-,-,-,-,-,-,0,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConnection_closeStream_3.java,-,-,-,1,-,0,4,199.316,49.829,-,-,3,100,-,-,-,-,-,-,0,0,-,-
